lot_id,api,variable,expected_exposure_hours,observed_support_hours,coverage_percent,largest_missing_interval_hours,sensor_count,confidence,spatial_relevance_grade,gap_limit_seconds,status
DS01_01,Caffeine,temperature,4704.0,1803.8666666666666,38.34750566893424,2818.0333333333333,,provisional window; sensor identity/location unknown,E,600,available timestamps only; not validated exposure
DS01_23,Promethazine,radiation,6120.0,5767.462222222222,94.23957879448076,336.0152777777778,2,best-covered single sensor; duplicate timestamps unresolved,D,300,provisional window; source UTC assumption
DS01_24,Caffeine,radiation,7464.0,6725.948611111111,90.11185170298916,727.3747222222222,2,best-covered single sensor; duplicate timestamps unresolved,D,300,provisional window; source UTC assumption
DS01_25,Diazepam,radiation,23280.0,17277.0675,74.21420747422681,3558.8175,2,best-covered single sensor; duplicate timestamps unresolved,D,300,provisional window; source UTC assumption
DS01_26,Diphenhydramine,radiation,11712.0,10965.235555555557,93.6239374620522,727.3747222222222,2,best-covered single sensor; duplicate timestamps unresolved,D,300,provisional window; source UTC assumption
DS01_27,Diphenhydramine,radiation,11712.0,10965.235555555557,93.6239374620522,727.3747222222222,2,best-covered single sensor; duplicate timestamps unresolved,D,300,provisional window; source UTC assumption
DS01_28,Ketamine,radiation,11712.0,10965.235555555557,93.6239374620522,727.3747222222222,2,best-covered single sensor; duplicate timestamps unresolved,D,300,provisional window; source UTC assumption
DS01_29,Lidocaine,radiation,11712.0,10965.235555555557,93.6239374620522,727.3747222222222,2,best-covered single sensor; duplicate timestamps unresolved,D,300,provisional window; source UTC assumption
DS01_30,Naloxone,radiation,13704.0,12953.682222222222,94.52482649023806,727.3747222222222,2,best-covered single sensor; duplicate timestamps unresolved,D,300,provisional window; source UTC assumption
DS01_31,Promethazine,radiation,11712.0,10965.235555555557,93.6239374620522,727.3747222222222,2,best-covered single sensor; duplicate timestamps unresolved,D,300,provisional window; source UTC assumption
DS01_32,Promethazine,radiation,7464.0,6725.948611111111,90.11185170298916,727.3747222222222,2,best-covered single sensor; duplicate timestamps unresolved,D,300,provisional window; source UTC assumption
